DICひずみ,DIC応力
0.001097695,0.531591289
0.001372119,0.531591289
0.001097695,0.620189837
0.001372119,0.590656988
0.001097695,0.561124138
0.001097695,0.620189837
0.000823271,0.561124138
0.000548847,0.561124138
0.000548847,0.590656988
0.001097695,0.620189837
0.000823271,0.50205844
0.001097695,0.561124138
0.001097695,0.531591289
0.001372119,0.531591289
0.001646542,0.531591289
0.001372119,0.50205844
0.001372119,0.561124138
0.000823271,0.561124138
0.000823271,0.561124138
0.000823271,0.531591289
0.001372119,0.590656988
0.000548847,0.561124138
0.001097695,0.50205844
0.000823271,0.620189837
0.001372119,0.561124138
0.000823271,0.620189837
0.001097695,0.620189837
0.000823271,0.649722687
0.000823271,0.767854084
