番号,日付,時間,ms,CHU1-1,CHU1-2,CHU1-3,CHU1-4,CHU2-1,CHU2-2,CHU2-3,CHU2-4,CHU2-5,CHU2-6,CHU2-7,CHU2-8,CHU2-9,CHU2-10,AlarmU1,AlarmU2,AlarmOut,MarkEvent
NO.,Date,Time,ms," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V","A1234567890","A1234567890","AO1234567890","Alarm/Info/x/User12345678"
7605,2024-12-18,16:50:33,40,-0.008,-0.004,-0.000,-0.005,+0.05,+0.03,+0.03,+0.05,+0.04,+6.372,+0.767,+0.02,+0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7606,2024-12-18,16:50:33,50,-0.008,-0.002,-0.003,-0.005,+0.02,-0.01,+0.01,+0.04,+0.03,+6.370,+0.762,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7607,2024-12-18,16:50:33,60,-0.007,-0.001,-0.003,-0.006,+0.03,+0.04,-0.02,+0.06,+0.03,+6.373,+0.765,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7608,2024-12-18,16:50:33,70,-0.006,-0.001,-0.001,-0.004,+0.01,+0.03,+0.01,+0.05,+0.04,+6.377,+0.763,+0.00,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7609,2024-12-18,16:50:33,80,-0.006,-0.002,-0.003,-0.003,+0.01,+0.04,+0.01,+0.05,+0.02,+6.375,+0.764,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7610,2024-12-18,16:50:33,90,-0.006,-0.001,-0.003,-0.005,+0.03,+0.01,+0.01,+0.07,+0.02,+6.372,+0.763,-0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7611,2024-12-18,16:50:33,100,-0.005,+0.000,-0.002,-0.005,+0.01,+0.03,+0.01,+0.04,+0.02,+6.375,+0.767,+0.02,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7612,2024-12-18,16:50:33,110,-0.005,-0.002,-0.002,-0.004,+0.04,+0.04,-0.02,+0.04,+0.03,+6.373,+0.766,+0.03,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7613,2024-12-18,16:50:33,120,-0.007,-0.003,-0.002,-0.005,+0.01,+0.02,+0.00,+0.06,+0.04,+6.373,+0.764,+0.01,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7614,2024-12-18,16:50:33,130,-0.007,-0.001,-0.002,-0.006,+0.03,+0.01,+0.01,+0.06,+0.01,+6.378,+0.765,+0.01,+0.00,-0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7615,2024-12-18,16:50:33,140,-0.008,+0.001,-0.004,-0.006,+0.02,+0.01,+0.01,+0.01,+0.05,+6.378,+0.763,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7616,2024-12-18,16:50:33,150,-0.007,-0.003,-0.001,-0.003,+0.01,+0.01,+0.00,+0.04,+0.04,+6.378,+0.765,+0.02,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7617,2024-12-18,16:50:33,160,-0.006,-0.003,-0.003,-0.004,+0.04,+0.03,-0.01,+0.04,+0.03,+6.381,+0.765,+0.01,-0.02,+0.00,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7618,2024-12-18,16:50:33,170,-0.005,-0.002,-0.003,-0.006,+0.03,+0.04,+0.03,+0.05,+0.04,+6.380,+0.763,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7619,2024-12-18,16:50:33,180,-0.005,+0.001,-0.001,-0.005,+0.03,+0.04,+0.01,+0.03,+0.03,+6.381,+0.766,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7620,2024-12-18,16:50:33,190,-0.005,-0.003,-0.003,-0.005,+0.01,+0.03,+0.02,+0.06,+0.02,+6.377,+0.764,+0.04,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7621,2024-12-18,16:50:33,200,-0.004,-0.003,-0.003,-0.004,+0.03,+0.01,-0.01,+0.04,+0.04,+6.381,+0.762,+0.02,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7622,2024-12-18,16:50:33,210,-0.006,-0.002,-0.001,-0.007,+0.01,+0.04,+0.01,+0.04,+0.04,+6.380,+0.765,+0.02,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7623,2024-12-18,16:50:33,220,-0.007,+0.000,-0.003,-0.004,+0.01,+0.03,+0.03,+0.04,+0.04,+6.381,+0.764,+0.02,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7624,2024-12-18,16:50:33,230,-0.008,-0.003,-0.002,-0.004,+0.01,+0.02,+0.01,+0.04,+0.01,+6.381,+0.766,+0.04,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7625,2024-12-18,16:50:33,240,-0.007,-0.003,-0.002,-0.004,+0.04,+0.01,+0.04,+0.05,+0.04,+6.380,+0.764,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7626,2024-12-18,16:50:33,250,-0.006,-0.001,-0.004,-0.007,+0.03,+0.01,+0.03,+0.05,+0.02,+6.381,+0.765,+0.03,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7627,2024-12-18,16:50:33,260,-0.005,+0.000,-0.001,-0.004,+0.03,+0.02,+0.01,+0.05,+0.03,+6.385,+0.765,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7628,2024-12-18,16:50:33,270,-0.007,-0.003,-0.003,-0.004,+0.03,+0.01,+0.01,+0.04,+0.01,+6.385,+0.763,+0.02,+0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7629,2024-12-18,16:50:33,280,-0.005,-0.002,-0.004,-0.006,+0.01,+0.03,+0.01,+0.04,+0.05,+6.386,+0.764,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7630,2024-12-18,16:50:33,290,-0.005,-0.001,-0.001,-0.006,+0.04,+0.01,+0.02,+0.04,+0.04,+6.388,+0.766,+0.01,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7631,2024-12-18,16:50:33,300,-0.005,-0.001,-0.004,-0.004,+0.01,+0.01,+0.01,+0.04,+0.01,+6.385,+0.765,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7632,2024-12-18,16:50:33,310,-0.007,-0.002,-0.004,-0.006,+0.02,+0.03,+0.01,+0.04,+0.04,+6.386,+0.764,+0.00,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7633,2024-12-18,16:50:33,320,-0.007,-0.002,-0.001,-0.005,+0.04,+0.01,+0.01,+0.04,+0.03,+6.384,+0.766,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7634,2024-12-18,16:50:33,330,-0.008,+0.001,-0.003,-0.005,+0.04,+0.02,-0.01,+0.05,+0.01,+6.389,+0.765,+0.01,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7635,2024-12-18,16:50:33,340,-0.006,-0.001,-0.003,-0.005,+0.02,+0.02,-0.01,+0.07,+0.03,+6.387,+0.763,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7636,2024-12-18,16:50:33,350,-0.007,-0.002,-0.002,-0.006,+0.01,+0.01,+0.03,+0.05,+0.04,+6.386,+0.764,+0.03,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7637,2024-12-18,16:50:33,360,-0.005,-0.002,-0.003,-0.006,+0.04,+0.03,+0.01,+0.06,+0.01,+6.388,+0.766,+0.02,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7638,2024-12-18,16:50:33,370,-0.005,-0.001,-0.003,-0.004,+0.03,+0.01,+0.01,+0.05,+0.01,+6.385,+0.764,+0.02,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7639,2024-12-18,16:50:33,380,-0.005,-0.001,-0.002,-0.004,+0.04,+0.01,+0.01,+0.02,+0.04,+6.386,+0.765,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7640,2024-12-18,16:50:33,390,-0.005,-0.002,-0.004,-0.006,+0.05,+0.02,+0.03,+0.03,+0.03,+6.390,+0.763,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7641,2024-12-18,16:50:33,400,-0.007,-0.002,-0.002,-0.006,+0.01,+0.01,+0.01,+0.07,+0.04,+6.391,+0.765,+0.03,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7642,2024-12-18,16:50:33,410,-0.008,-0.001,-0.001,-0.004,+0.01,+0.02,+0.01,+0.06,+0.02,+6.389,+0.765,+0.01,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7643,2024-12-18,16:50:33,420,-0.007,-0.001,-0.004,-0.004,+0.02,+0.04,+0.02,+0.04,+0.03,+6.391,+0.765,+0.01,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7644,2024-12-18,16:50:33,430,-0.007,-0.002,-0.001,-0.005,+0.03,+0.01,+0.01,+0.04,+0.01,+6.391,+0.765,+0.05,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7645,2024-12-18,16:50:33,440,-0.007,-0.002,-0.002,-0.006,+0.04,+0.03,+0.03,+0.03,+0.03,+6.388,+0.765,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7646,2024-12-18,16:50:33,450,-0.007,-0.001,-0.003,-0.004,+0.04,-0.02,+0.01,+0.04,+0.02,+6.390,+0.763,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7647,2024-12-18,16:50:33,460,-0.005,-0.001,-0.001,-0.004,+0.03,+0.04,+0.03,+0.04,+0.02,+6.396,+0.764,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7648,2024-12-18,16:50:33,470,-0.004,-0.004,-0.003,-0.005,+0.04,+0.03,+0.02,+0.04,+0.04,+6.393,+0.767,+0.01,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7649,2024-12-18,16:50:33,480,-0.006,-0.002,-0.003,-0.005,+0.01,+0.01,+0.03,+0.06,+0.01,+6.396,+0.764,+0.02,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7650,2024-12-18,16:50:33,490,-0.007,-0.001,-0.002,-0.004,+0.04,+0.01,+0.01,+0.04,+0.01,+6.394,+0.765,+0.02,-0.03,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7651,2024-12-18,16:50:33,500,-0.007,-0.002,-0.003,-0.004,+0.02,+0.02,+0.04,+0.05,+0.05,+6.394,+0.765,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7652,2024-12-18,16:50:33,510,-0.007,-0.002,-0.001,-0.006,+0.03,+0.04,+0.00,+0.04,+0.04,+6.394,+0.765,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7653,2024-12-18,16:50:33,520,-0.006,-0.001,-0.001,-0.004,+0.05,+0.02,+0.01,+0.04,+0.04,+6.395,+0.763,+0.01,-0.03,+0.05,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7654,2024-12-18,16:50:33,530,-0.007,-0.001,-0.004,-0.003,+0.03,+0.02,+0.01,+0.06,+0.04,+6.400,+0.766,+0.03,+0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7655,2024-12-18,16:50:33,540,-0.007,-0.001,-0.001,-0.005,+0.04,+0.03,+0.01,+0.05,+0.04,+6.402,+0.764,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7656,2024-12-18,16:50:33,550,-0.005,-0.004,-0.003,-0.006,+0.03,+0.04,+0.01,+0.04,+0.04,+6.397,+0.766,+0.03,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7657,2024-12-18,16:50:33,560,-0.005,-0.001,-0.004,-0.004,+0.01,+0.02,+0.01,+0.06,+0.04,+6.401,+0.765,+0.03,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7658,2024-12-18,16:50:33,570,-0.005,+0.000,-0.000,-0.004,+0.01,+0.04,+0.01,+0.05,+0.03,+6.399,+0.765,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7659,2024-12-18,16:50:33,580,-0.009,-0.002,-0.003,-0.006,+0.03,+0.03,+0.01,+0.04,+0.04,+6.396,+0.765,+0.04,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7660,2024-12-18,16:50:33,590,-0.008,-0.004,-0.002,-0.006,+0.03,+0.03,+0.01,+0.06,+0.06,+6.403,+0.765,+0.02,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7661,2024-12-18,16:50:33,600,-0.008,-0.001,-0.001,-0.003,+0.03,+0.03,+0.01,+0.04,+0.06,+6.403,+0.768,+0.03,+0.01,+0.05,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7662,2024-12-18,16:50:33,610,-0.007,+0.000,-0.002,-0.004,+0.01,+0.02,+0.03,+0.04,+0.04,+6.403,+0.765,+0.02,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7663,2024-12-18,16:50:33,620,-0.006,-0.002,-0.002,-0.006,+0.03,+0.03,+0.01,+0.03,+0.02,+6.402,+0.764,+0.04,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7664,2024-12-18,16:50:33,630,-0.005,-0.003,-0.002,-0.006,+0.02,+0.03,+0.01,+0.06,+0.02,+6.404,+0.767,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7665,2024-12-18,16:50:33,640,-0.004,-0.002,-0.003,-0.004,+0.03,+0.03,+0.01,+0.05,+0.04,+6.403,+0.766,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7666,2024-12-18,16:50:33,650,-0.005,-0.001,-0.002,-0.005,+0.04,+0.02,+0.01,+0.04,+0.04,+6.405,+0.767,+0.03,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7667,2024-12-18,16:50:33,660,-0.006,-0.002,-0.001,-0.006,+0.01,+0.04,+0.01,+0.04,+0.04,+6.404,+0.764,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7668,2024-12-18,16:50:33,670,-0.007,-0.002,-0.004,-0.005,+0.01,+0.04,+0.01,+0.04,+0.04,+6.409,+0.766,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7669,2024-12-18,16:50:33,680,-0.007,-0.001,-0.000,-0.004,+0.01,+0.02,+0.03,+0.06,+0.02,+6.402,+0.767,+0.02,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7670,2024-12-18,16:50:33,690,-0.007,+0.002,-0.001,-0.006,+0.02,+0.01,+0.01,+0.04,+0.04,+6.407,+0.766,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7671,2024-12-18,16:50:33,700,-0.007,-0.004,-0.003,-0.006,+0.01,+0.03,+0.00,+0.05,+0.04,+6.405,+0.767,+0.04,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7672,2024-12-18,16:50:33,710,-0.007,-0.002,+0.001,-0.004,+0.01,+0.04,+0.01,+0.04,+0.01,+6.405,+0.764,+0.01,-0.01,+0.00,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7673,2024-12-18,16:50:33,720,-0.005,-0.001,-0.002,-0.005,+0.04,+0.02,+0.01,+0.07,+0.03,+6.405,+0.766,+0.03,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7674,2024-12-18,16:50:33,730,-0.005,+0.000,-0.002,-0.005,+0.01,+0.01,+0.01,+0.04,+0.01,+6.413,+0.765,+0.03,+0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7675,2024-12-18,16:50:33,740,-0.005,-0.002,-0.002,-0.006,+0.03,+0.01,+0.03,+0.04,+0.02,+6.407,+0.763,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7676,2024-12-18,16:50:33,750,-0.006,-0.001,-0.003,-0.004,+0.03,+0.01,+0.01,+0.04,+0.01,+6.409,+0.767,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7677,2024-12-18,16:50:33,760,-0.007,-0.000,-0.001,-0.003,+0.04,+0.01,+0.01,+0.04,+0.03,+6.410,+0.764,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7678,2024-12-18,16:50:33,770,-0.007,+0.000,-0.001,-0.006,+0.01,+0.03,+0.02,+0.04,+0.03,+6.409,+0.763,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7679,2024-12-18,16:50:33,780,-0.007,-0.002,-0.003,-0.005,+0.02,+0.03,+0.01,+0.06,+0.01,+6.407,+0.766,+0.05,-0.03,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7680,2024-12-18,16:50:33,790,-0.006,-0.002,-0.001,-0.003,+0.03,+0.02,+0.01,+0.04,+0.01,+6.414,+0.764,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7681,2024-12-18,16:50:33,800,-0.007,+0.000,-0.002,-0.005,+0.01,+0.01,+0.00,+0.06,+0.04,+6.412,+0.769,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7682,2024-12-18,16:50:33,810,-0.006,-0.000,-0.004,-0.007,+0.02,+0.04,+0.01,+0.06,+0.03,+6.410,+0.765,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7683,2024-12-18,16:50:33,820,-0.005,-0.003,-0.001,-0.004,+0.04,+0.01,+0.01,+0.04,+0.01,+6.412,+0.764,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7684,2024-12-18,16:50:33,830,-0.005,-0.000,-0.002,-0.004,+0.02,+0.04,+0.01,+0.06,+0.04,+6.409,+0.764,+0.02,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7685,2024-12-18,16:50:33,840,-0.005,-0.002,-0.003,-0.005,+0.04,+0.03,+0.01,+0.04,+0.01,+6.412,+0.765,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7686,2024-12-18,16:50:33,850,-0.006,-0.001,-0.001,-0.007,+0.01,+0.02,+0.01,+0.04,+0.01,+6.412,+0.766,+0.03,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7687,2024-12-18,16:50:33,860,-0.008,-0.004,-0.002,-0.004,+0.02,+0.03,+0.04,+0.04,+0.04,+6.414,+0.767,+0.03,+0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7688,2024-12-18,16:50:33,870,-0.007,-0.002,-0.002,-0.005,+0.03,+0.01,+0.01,+0.07,+0.04,+6.415,+0.765,+0.01,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7689,2024-12-18,16:50:33,880,-0.006,-0.001,-0.001,-0.005,+0.03,+0.01,+0.01,+0.04,+0.03,+6.416,+0.766,+0.03,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7690,2024-12-18,16:50:33,890,-0.006,-0.001,-0.003,-0.006,+0.02,+0.02,+0.04,+0.06,+0.04,+6.416,+0.767,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7691,2024-12-18,16:50:33,900,-0.006,-0.002,-0.001,-0.004,+0.01,+0.04,+0.01,+0.07,+0.03,+6.416,+0.765,+0.00,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7692,2024-12-18,16:50:33,910,-0.005,-0.002,-0.002,-0.004,+0.02,+0.04,+0.01,+0.04,+0.04,+6.417,+0.764,+0.02,-0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7693,2024-12-18,16:50:33,920,-0.005,-0.001,-0.003,-0.005,+0.03,+0.03,+0.03,+0.04,+0.02,+6.416,+0.766,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7694,2024-12-18,16:50:33,930,-0.005,-0.001,-0.002,-0.005,+0.04,+0.01,-0.01,+0.04,+0.03,+6.420,+0.765,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7695,2024-12-18,16:50:33,940,-0.006,-0.002,-0.001,-0.003,+0.03,+0.04,+0.01,+0.05,+0.04,+6.419,+0.767,+0.01,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7696,2024-12-18,16:50:33,950,-0.006,-0.003,-0.003,-0.005,+0.04,+0.03,+0.02,+0.04,+0.04,+6.420,+0.765,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7697,2024-12-18,16:50:33,960,-0.007,-0.001,-0.001,-0.006,+0.04,+0.01,+0.01,+0.03,+0.04,+6.418,+0.763,+0.03,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7698,2024-12-18,16:50:33,970,-0.006,-0.002,-0.003,-0.004,+0.03,+0.03,+0.00,+0.04,+0.03,+6.418,+0.764,+0.02,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7699,2024-12-18,16:50:33,980,-0.007,-0.003,-0.003,-0.005,+0.03,+0.04,+0.03,+0.05,+0.04,+6.418,+0.766,+0.02,-0.02,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7700,2024-12-18,16:50:33,990,-0.005,-0.001,-0.002,-0.005,+0.04,+0.01,-0.01,+0.04,+0.06,+6.424,+0.765,+0.01,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7701,2024-12-18,16:50:34,0,-0.006,+0.000,-0.004,-0.006,+0.01,+0.03,+0.04,+0.06,+0.04,+6.424,+0.767,+0.02,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7702,2024-12-18,16:50:34,10,-0.005,-0.001,+0.000,-0.004,+0.02,+0.02,+0.00,+0.04,+0.01,+6.423,+0.763,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7703,2024-12-18,16:50:34,20,-0.005,-0.003,-0.001,-0.005,+0.02,+0.01,+0.01,+0.06,+0.03,+6.423,+0.766,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7704,2024-12-18,16:50:34,30,-0.006,-0.002,-0.003,-0.005,+0.01,+0.03,+0.01,+0.04,+0.03,+6.421,+0.769,+0.03,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7705,2024-12-18,16:50:34,40,-0.006,-0.001,-0.001,-0.006,+0.03,+0.03,+0.03,+0.04,+0.03,+6.423,+0.765,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7706,2024-12-18,16:50:34,50,-0.007,-0.002,-0.002,-0.003,+0.04,+0.02,+0.00,+0.04,+0.01,+6.423,+0.768,+0.03,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
7707,2024-12-18,16:50:34,60,-0.007,-0.003,-0.003,-0.004,+0.04,+0.04,+0.01,+0.06,+0.02,+6.423,+0.767,+0.03,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
