DICひずみ,DIC応力Mpa,ひずみ,応力,,,
0.000889944,0.400641026,5.012,24.19255424,3.714151973,24.19255424,
0.001483239,0.400641026,5.0384,24.19255424,3.740551973,24.19255424,
0.001483239,0.339003945,5.0652,24.19255424,3.767351973,24.19255424,
0.000889944,0.400641026,5.0961,24.19255424,3.798251973,24.19255424,
0.000593296,0.277366864,5.1262,24.19255424,3.828351973,24.19255424,
0.000889944,0.339003945,5.1526,24.34664694,3.854751973,24.34664694,
0.000593296,0.400641026,5.1785,24.50073964,3.880651973,24.50073964,
0.001483239,0.339003945,5.2044,24.50073964,3.906551973,24.50073964,
0.001186592,0.400641026,5.2303,24.50073964,3.932451973,24.50073964,
0.000593296,0.339003945,5.2563,24.34664694,3.958451973,24.34664694,
0.000593296,0.339003945,5.2824,24.34664694,3.984551973,24.34664694,
0.001483239,0.339003945,5.3085,24.50073964,4.010651973,24.50073964,
0.000889944,0.308185404,5.3349,24.50073964,4.037051973,24.50073964,
0.000593296,0.400641026,5.361,24.50073964,4.063151973,24.50073964,
0.000296648,0.339003945,5.3874,24.34664694,4.089551973,24.34664694,
0.000889944,0.339003945,5.4139,24.19255424,4.116051973,24.19255424,
0.000889944,0.462278107,5.4405,24.19255424,4.142651973,24.19255424,
0.001186592,0.339003945,5.4666,24.19255424,4.168751973,24.19255424,
0.001186592,0.400641026,5.493,24.34664694,4.195151973,24.34664694,
0.000889944,0.277366864,5.5193,24.34664694,4.221451973,24.34664694,
0.000889944,0.369822485,5.5456,24.34664694,4.247751973,24.34664694,
0.001483239,0.339003945,5.572,24.34664694,4.274151973,24.34664694,
0.001779887,0.308185404,5.5981,24.34664694,4.300251973,24.34664694,
0.001483239,0.400641026,5.6243,24.34664694,4.326451973,24.34664694,
0.001483239,0.277366864,5.6505,24.50073964,4.352651973,24.50073964,
0.001186592,0.369822485,5.6764,24.65483235,4.378551973,24.65483235,
0.000593296,0.308185404,5.7027,24.65483235,4.404851973,24.65483235,
0.000593296,0.308185404,5.7284,24.65483235,4.430551973,24.65483235,
0.001483239,0.339003945,5.7545,24.65483235,4.456651973,24.65483235,
0.001186592,0.339003945,5.7805,24.80892505,4.482651973,24.80892505,
0.001483239,0.339003945,5.8069,24.80892505,4.509051973,24.80892505,
0.001186592,0.400641026,5.8334,24.80892505,4.535551973,24.80892505,
0.001779887,0.339003945,5.8594,24.80892505,4.561551973,24.80892505,
0.001483239,0.339003945,5.8859,24.65483235,4.588051973,24.65483235,
0.000889944,0.400641026,5.912,24.65483235,4.614151973,24.65483235,
0.001186592,0.339003945,5.938,24.65483235,4.640151973,24.65483235,
0.001779887,0.431459566,5.964,24.80892505,4.666151973,24.80892505,
0.002076535,0.339003945,5.9899,24.80892505,4.692051973,24.80892505,
0.000889944,0.400641026,6.0159,24.65483235,4.718051973,24.65483235,
0.000593296,0.400641026,6.042,24.65483235,4.744151973,24.65483235,
0.000593296,0.339003945,6.0689,24.65483235,4.771051973,24.65483235,
0.000889944,0.339003945,6.1,24.65483235,4.802151973,24.65483235,
0.001483239,0.339003945,6.1288,24.65483235,4.830951973,24.65483235,
0.000889944,0.339003945,6.1611,24.65483235,4.863251973,24.65483235,
0.001483239,0.400641026,6.1914,24.65483235,4.893551973,24.65483235,
0.000889944,0.339003945,6.2179,24.80892505,4.920051973,24.80892505,
0.000889944,0.339003945,6.2439,24.96301775,4.946051973,24.96301775,
0.000593296,0.339003945,6.2701,24.80892505,4.972251973,24.80892505,
0.001483239,0.400641026,6.2967,24.80892505,4.998851973,24.80892505,
0.001483239,0.339003945,6.3228,24.80892505,5.024951973,24.80892505,
0.002076535,0.339003945,6.349,24.65483235,5.051151973,24.65483235,
0.001186592,0.339003945,6.3753,24.65483235,5.077451973,24.65483235,
0.001186592,0.308185404,6.4013,24.65483235,5.103451973,24.65483235,
0.000889944,0.339003945,6.4274,24.65483235,5.129551973,24.65483235,
0.000593296,0.339003945,6.4561,24.80892505,5.158251973,24.80892505,
0.001483239,0.339003945,6.4859,24.80892505,5.188051973,24.80892505,
0.001483239,0.339003945,6.5121,24.80892505,5.214251973,24.80892505,
0.000593296,0.339003945,6.5385,24.65483235,5.240651973,24.65483235,
0.001483239,0.339003945,6.5645,24.80892505,5.266651973,24.80892505,
0.001779887,0.339003945,6.5906,24.80892505,5.292751973,24.80892505,
0.001186592,0.339003945,6.6168,24.80892505,5.318951973,24.80892505,
0.001483239,0.339003945,6.6428,24.80892505,5.344951973,24.80892505,
0.000889944,0.339003945,6.6689,24.96301775,5.371051973,24.96301775,
0.001186592,0.339003945,6.6961,24.96301775,5.398251973,24.96301775,
0.001483239,0.308185404,6.7263,25.11711045,5.428451973,25.11711045,
0.001483239,0.339003945,6.7582,24.96301775,5.460351973,24.96301775,
0.000889944,0.339003945,6.785,24.96301775,5.487151973,24.96301775,
0.000889944,0.339003945,6.811,24.96301775,5.513151973,24.96301775,
0.000889944,0.277366864,6.841,24.96301775,5.543151973,24.96301775,
0.001483239,0.339003945,6.8714,24.80892505,5.573551973,24.80892505,
0.000889944,0.339003945,6.9015,24.80892505,5.603651973,24.80892505,
0.000889944,0.400641026,6.9311,24.96301775,5.633251973,24.96301775,
0.000593296,0.339003945,6.9571,24.96301775,5.659251973,24.96301775,
0.001779887,0.400641026,6.983,24.96301775,5.685151973,24.96301775,
0.000296648,0.400641026,7.009,24.96301775,5.711151973,24.96301775,
0.001779887,0.339003945,7.0352,24.96301775,5.737351973,24.96301775,
0.001186592,0.339003945,7.0615,25.11711045,5.763651973,25.11711045,
0.001186592,0.339003945,7.0877,25.11711045,5.789851973,25.11711045,
0.000593296,0.308185404,7.1138,25.11711045,5.815951973,25.11711045,
0.001483239,0.400641026,7.1403,25.11711045,5.842451973,25.11711045,
0.001483239,0.339003945,7.1666,24.96301775,5.868751973,24.96301775,
0.000593296,0.339003945,7.1928,24.96301775,5.894951973,24.96301775,
0.001483239,0.277366864,7.2193,24.96301775,5.921451973,24.96301775,
0.000593296,0.339003945,7.2491,25.11711045,5.951251973,25.11711045,
0.001483239,0.339003945,7.2792,25.11711045,5.981351973,25.11711045,
0.000593296,0.339003945,7.3079,25.42529586,6.010051973,25.42529586,
0.000593296,0.308185404,7.334,25.42529586,6.036151973,25.42529586,
0.001779887,0.400641026,7.36,25.42529586,6.062151973,25.42529586,
0.001186592,0.339003945,7.3861,25.42529586,6.088251973,25.42529586,
0.001186592,0.308185404,7.4123,25.27120316,6.114451973,25.27120316,
0.000889944,0.339003945,7.4382,25.27120316,6.140351973,25.27120316,
0.000593296,0.339003945,7.4641,25.11711045,6.166251973,25.11711045,
0.001186592,0.400641026,7.49,24.96301775,6.192151973,24.96301775,
0.001483239,0.339003945,7.5159,25.11711045,6.218051973,25.11711045,
0.001779887,0.339003945,7.5419,25.11711045,6.244051973,25.11711045,
0.001483239,0.339003945,7.5678,25.27120316,6.269951973,25.27120316,
0.000889944,0.339003945,7.5937,25.27120316,6.295851973,25.27120316,
0.001483239,0.277366864,7.6197,25.27120316,6.321851973,25.27120316,
0.000593296,0.369822485,7.6455,25.11711045,6.347651973,25.11711045,
0.000593296,0.308185404,7.6749,25.11711045,6.377051973,25.11711045,
0.002076535,0.339003945,7.7054,24.96301775,6.407551973,24.96301775,
0.000889944,0.339003945,7.7354,24.96301775,6.437551973,24.96301775,
0.001483239,0.339003945,7.7616,24.96301775,6.463751973,24.96301775,
0.000593296,0.339003945,7.7881,24.96301775,6.490251973,24.96301775,
0.000889944,0.339003945,7.814,25.11711045,6.516151973,25.11711045,
0.000889944,0.215729783,7.8401,25.11711045,6.542251973,25.11711045,
0.001483239,0.308185404,7.8665,25.11711045,6.568651973,25.11711045,
0.002076535,0.339003945,7.8925,25.27120316,6.594651973,25.27120316,
0.001186592,0.339003945,7.9185,25.27120316,6.620651973,25.27120316,
0.001483239,0.400641026,7.9462,25.42529586,6.648351973,25.42529586,
0.000889944,0.339003945,7.9743,25.42529586,6.676451973,25.42529586,
0.001483239,0.277366864,8.0004,25.27120316,6.702551973,25.27120316,
0.001186592,0.339003945,8.0266,25.11711045,6.728751973,25.11711045,
0.001186592,0.400641026,8.0527,25.11711045,6.754851973,25.11711045,
0.001483239,0.339003945,8.0789,25.11711045,6.781051973,25.11711045,
0.001483239,0.277366864,8.1082,25.27120316,6.810351973,25.27120316,
0.001779887,0.339003945,8.1361,25.27120316,6.838251973,25.27120316,
0.000889944,0.308185404,8.1623,25.11711045,6.864451973,25.11711045,
0.001483239,0.308185404,8.1887,25.27120316,6.890851973,25.27120316,
0.001779887,0.400641026,8.2148,25.11711045,6.916951973,25.11711045,
0.000889944,0.339003945,8.2409,25.27120316,6.943051973,25.27120316,
0.001483239,0.339003945,8.2707,25.27120316,6.972851973,25.27120316,
0.001483239,0.400641026,8.2986,25.42529586,7.000751973,25.42529586,
0.000889944,0.339003945,8.3248,25.42529586,7.026951973,25.42529586,
0.001186592,0.339003945,8.3509,25.42529586,7.053051973,25.42529586,
0.001779887,0.339003945,8.3772,25.42529586,7.079351973,25.42529586,
0.001779887,0.339003945,8.4032,25.42529586,7.105351973,25.42529586,
0.001483239,0.400641026,8.4292,25.42529586,7.131351973,25.42529586,
0.000593296,0.339003945,8.4604,25.57938856,7.162551973,25.57938856,
0.001483239,0.277366864,8.4875,25.73348126,7.189651973,25.73348126,
0.001186592,0.308185404,8.5134,25.57938856,7.215551973,25.57938856,
0.001779887,0.400641026,8.5394,25.57938856,7.241551973,25.57938856,
0.001483239,0.339003945,8.5661,25.57938856,7.268251973,25.57938856,
0.001483239,0.277366864,8.5921,25.73348126,7.294251973,25.73348126,
0.001483239,0.400641026,8.618,25.57938856,7.320151973,25.57938856,
0.001483239,0.277366864,8.6439,25.73348126,7.346051973,25.73348126,
0.000889944,0.339003945,8.6699,25.73348126,7.372051973,25.73348126,
0.001779887,0.369822485,8.6957,25.73348126,7.397851973,25.73348126,
0.000889944,0.339003945,8.7246,25.73348126,7.426751973,25.73348126,
0.001779887,0.369822485,8.7537,25.73348126,7.455851973,25.73348126,
0.001483239,0.339003945,8.7837,25.88757396,7.485851973,25.88757396,
0.001483239,0.339003945,8.8165,25.73348126,7.518651973,25.73348126,
0.000889944,0.308185404,8.8462,25.73348126,7.548351973,25.73348126,
0.001779887,0.339003945,8.8765,25.73348126,7.578651973,25.73348126,
0.001483239,0.339003945,8.9074,25.88757396,7.609551973,25.88757396,
0.001186592,0.339003945,8.9364,25.88757396,7.638551973,25.88757396,
0.001779887,0.277366864,8.9646,26.04166667,7.666751973,26.04166667,
0.002076535,0.369822485,8.9939,26.04166667,7.696051973,26.04166667,
0.001779887,0.308185404,9.0226,25.88757396,7.724751973,25.88757396,
0.001483239,0.400641026,9.0502,25.88757396,7.752351973,25.88757396,
0.000593296,0.339003945,9.0763,26.04166667,7.778451973,26.04166667,
0.001779887,0.339003945,9.1023,26.19575937,7.804451973,26.19575937,
0.001483239,0.339003945,9.1285,26.34985207,7.830651973,26.34985207,
0.000889944,0.339003945,9.1545,26.65803748,7.856651973,26.65803748,
0.000889944,0.339003945,9.1805,26.65803748,7.882651973,26.65803748,
0.001483239,0.339003945,9.2066,26.65803748,7.908751973,26.65803748,
0.000593296,0.308185404,9.2326,26.50394477,7.934751973,26.50394477,
0.001483239,0.339003945,9.2587,26.50394477,7.960851973,26.50394477,
0.000593296,0.308185404,9.2849,26.34985207,7.987051973,26.34985207,
0.000889944,0.339003945,9.3111,26.34985207,8.013251973,26.34985207,
0.000889944,0.277366864,9.3372,26.50394477,8.039351973,26.50394477,
0.001779887,0.339003945,9.3636,26.50394477,8.065751973,26.50394477,
0.001779887,0.339003945,9.391,26.50394477,8.093151973,26.50394477,
0.001483239,0.308185404,9.4204,26.50394477,8.122551973,26.50394477,
0.001779887,0.369822485,9.447,26.65803748,8.149151973,26.65803748,
0.002076535,0.277366864,9.4729,26.65803748,8.175051973,26.65803748,
0.001779887,0.339003945,9.4991,26.81213018,8.201251973,26.81213018,
0.001483239,0.369822485,9.525,26.81213018,8.227151973,26.81213018,
0.001483239,0.339003945,9.5515,26.81213018,8.253651973,26.81213018,
0.002076535,0.400641026,9.5779,26.81213018,8.280051973,26.81213018,
0.002076535,0.277366864,9.6075,26.65803748,8.309651973,26.65803748,
0.000889944,0.339003945,9.6363,26.81213018,8.338451973,26.81213018,
0.001483239,0.400641026,9.6622,26.65803748,8.364351973,26.65803748,
0.002076535,0.339003945,9.6881,26.81213018,8.390251973,26.81213018,
0.001483239,0.400641026,9.7144,26.81213018,8.416551973,26.81213018,
0.001186592,0.277366864,9.7406,26.65803748,8.442751973,26.65803748,
0.000889944,0.277366864,9.7694,26.65803748,8.471551973,26.65803748,
0.000889944,0.339003945,9.7966,26.65803748,8.498751973,26.65803748,
0.000593296,0.339003945,9.8225,26.81213018,8.524651973,26.81213018,
0.001779887,0.339003945,9.8485,26.96622288,8.550651973,26.96622288,
0.002076535,0.277366864,9.8747,27.12031558,8.576851973,27.12031558,
0.001483239,0.277366864,9.9038,27.27440828,8.605951973,27.27440828,
0.001483239,0.339003945,9.9298,27.42850099,8.631951973,27.42850099,
0.000889944,0.339003945,9.9558,27.42850099,8.657951973,27.42850099,
0.001779887,0.308185404,9.982,27.27440828,8.684151973,27.27440828,
0.002076535,0.246548323,10.0089,27.12031558,8.711051973,27.12031558,
0.000889944,0.339003945,10.0382,27.12031558,8.740351973,27.12031558,
0.001483239,0.339003945,10.0641,27.12031558,8.766251973,27.12031558,
0.001779887,0.277366864,10.0903,27.27440828,8.792451973,27.27440828,
0.001483239,0.339003945,10.1164,27.42850099,8.818551973,27.42850099,
0.000593296,0.308185404,10.1465,27.42850099,8.848651973,27.42850099,
0.001186592,0.339003945,10.1725,27.42850099,8.874651973,27.42850099,
0.001779887,0.339003945,10.1985,27.42850099,8.900651973,27.42850099,
0.002076535,0.277366864,10.2247,27.27440828,8.926851973,27.27440828,
0.001483239,0.339003945,10.2515,27.42850099,8.953651973,27.42850099,
0.001483239,0.308185404,10.2798,27.42850099,8.981951973,27.42850099,
0.001779887,0.339003945,10.3057,27.42850099,9.007851973,27.42850099,
0.001779887,0.277366864,10.3319,27.42850099,9.034051973,27.42850099,
0.001483239,0.308185404,10.358,27.58259369,9.060151973,27.58259369,
0.001186592,0.339003945,10.3856,27.58259369,9.087751973,27.58259369,
0.001779887,0.339003945,10.414,27.58259369,9.116151973,27.58259369,
0.001483239,0.400641026,10.4399,27.73668639,9.142051973,27.73668639,
0.000889944,0.400641026,10.466,27.89077909,9.168151973,27.89077909,
0.000889944,0.308185404,10.4925,27.89077909,9.194651973,27.89077909,
0.001483239,0.308185404,10.5204,27.73668639,9.222551973,27.73668639,
0.001483239,0.277366864,10.5503,27.73668639,9.252451973,27.73668639,
0.000889944,0.339003945,10.5762,27.58259369,9.278351973,27.58259369,
0.001483239,0.339003945,10.6019,27.58259369,9.304051973,27.58259369,
0.001483239,0.400641026,10.6283,27.58259369,9.330451973,27.58259369,
0.001186592,0.400641026,10.6551,27.58259369,9.357251973,27.58259369,
0.002076535,0.339003945,10.6841,27.73668639,9.386251973,27.73668639,
0.001483239,0.339003945,10.7101,27.89077909,9.412251973,27.89077909,
0.002076535,0.339003945,10.7361,28.04487179,9.438251973,28.04487179,
0.001483239,0.308185404,10.7622,28.1989645,9.464351973,28.1989645,
0.001483239,0.339003945,10.7883,28.1989645,9.490451973,28.1989645,
0.000889944,0.339003945,10.8183,28.1989645,9.520451973,28.1989645,
0.001483239,0.339003945,10.8481,28.04487179,9.550251973,28.04487179,
0.001779887,0.277366864,10.8741,28.04487179,9.576251973,28.04487179,
0.001483239,0.339003945,10.9001,28.1989645,9.602251973,28.1989645,
0.001483239,0.400641026,10.9261,28.1989645,9.628251973,28.1989645,
0.001483239,0.339003945,10.9522,28.3530572,9.654351973,28.3530572,
0.001483239,0.339003945,10.9786,28.3530572,9.680751973,28.3530572,
0.001483239,0.277366864,11.0049,28.3530572,9.707051973,28.3530572,
0.000889944,0.369822485,11.0313,28.3530572,9.733451973,28.3530572,
0.001483239,0.339003945,11.0581,28.3530572,9.760251973,28.3530572,
0.001483239,0.339003945,11.0911,28.3530572,9.793251973,28.3530572,
0.000889944,0.277366864,11.1203,28.6612426,9.822451973,28.6612426,
0.001483239,0.277366864,11.1498,28.6612426,9.851951973,28.6612426,
0.001483239,0.277366864,11.1758,28.6612426,9.877951973,28.6612426,
0.001186592,0.339003945,11.2019,28.5071499,9.904051973,28.5071499,
0.001483239,0.339003945,11.2278,28.5071499,9.929951973,28.5071499,
0.000889944,0.339003945,11.2538,28.5071499,9.955951973,28.5071499,
0.001483239,0.400641026,11.2798,28.5071499,9.981951973,28.5071499,
0.000593296,0.277366864,11.3057,28.6612426,10.00785197,28.6612426,
0.001186592,0.339003945,11.3317,28.6612426,10.03385197,28.6612426,
