番号,日付,時間,ms,CHU1-1,CHU1-2,CHU1-3,CHU1-4,CHU2-1,CHU2-2,CHU2-3,CHU2-4,CHU2-5,CHU2-6,CHU2-7,CHU2-8,CHU2-9,CHU2-10,AlarmU1,AlarmU2,AlarmOut,MarkEvent
NO.,Date,Time,ms," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V"," V","A1234567890","A1234567890","AO1234567890","Alarm/Info/x/User12345678"
95,2024-12-18,17:21:45,940,-0.007,-0.001,-0.004,-0.003,+0.04,+0.03,+0.01,+0.04,+0.04,+3.317,+0.009,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
96,2024-12-18,17:21:45,950,-0.008,-0.002,-0.002,-0.006,+0.03,+0.02,+0.01,+0.06,+0.04,+3.313,+0.009,+0.01,+0.03,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
97,2024-12-18,17:21:45,960,-0.006,-0.001,-0.004,-0.003,+0.04,+0.03,+0.01,+0.03,+0.04,+3.313,+0.005,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
98,2024-12-18,17:21:45,970,-0.006,-0.004,-0.000,-0.004,+0.02,+0.02,+0.01,+0.04,+0.04,+3.314,+0.006,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
99,2024-12-18,17:21:45,980,-0.007,-0.002,-0.003,-0.005,+0.01,+0.04,+0.01,+0.04,+0.01,+3.316,+0.007,+0.00,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
100,2024-12-18,17:21:45,990,-0.007,-0.002,-0.001,-0.003,+0.04,+0.04,-0.02,+0.06,+0.02,+3.316,+0.004,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
101,2024-12-18,17:21:46,0,-0.006,-0.001,-0.002,-0.004,+0.02,+0.03,+0.01,+0.06,+0.04,+3.313,+0.007,+0.03,+0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
102,2024-12-18,17:21:46,10,-0.007,+0.000,-0.000,-0.006,+0.03,+0.04,+0.00,+0.07,+0.04,+3.317,+0.007,+0.03,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
103,2024-12-18,17:21:46,20,-0.007,+0.000,-0.001,-0.004,+0.02,+0.04,+0.01,+0.05,+0.03,+3.314,+0.004,+0.03,+0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
104,2024-12-18,17:21:46,30,-0.006,-0.002,-0.003,-0.006,+0.04,+0.04,+0.00,+0.07,+0.03,+3.314,+0.006,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
105,2024-12-18,17:21:46,40,-0.007,-0.003,-0.002,-0.003,+0.03,+0.02,+0.03,+0.04,+0.03,+3.312,+0.006,+0.01,+0.03,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
106,2024-12-18,17:21:46,50,-0.007,-0.003,-0.004,-0.004,+0.03,+0.02,+0.01,+0.05,+0.04,+3.313,+0.005,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
107,2024-12-18,17:21:46,60,-0.007,-0.000,-0.001,-0.006,+0.03,+0.04,-0.01,+0.04,+0.03,+3.313,+0.005,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
108,2024-12-18,17:21:46,70,-0.006,-0.000,-0.003,-0.004,+0.03,+0.03,+0.01,+0.06,+0.04,+3.313,+0.006,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
109,2024-12-18,17:21:46,80,-0.006,-0.000,-0.000,-0.004,+0.01,+0.01,+0.01,+0.06,+0.03,+3.314,+0.005,+0.02,-0.04,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
110,2024-12-18,17:21:46,90,-0.007,-0.001,-0.004,-0.006,+0.02,+0.03,+0.01,+0.06,+0.00,+3.313,+0.008,+0.00,+0.03,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
111,2024-12-18,17:21:46,100,-0.007,-0.004,-0.001,-0.004,-0.01,+0.03,+0.01,+0.07,+0.03,+3.313,+0.007,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
112,2024-12-18,17:21:46,110,-0.005,-0.003,-0.003,-0.006,+0.01,+0.04,+0.01,+0.04,+0.04,+3.316,+0.008,+0.03,+0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
113,2024-12-18,17:21:46,120,-0.006,-0.001,-0.001,-0.004,+0.01,+0.04,+0.00,+0.04,+0.04,+3.314,+0.007,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
114,2024-12-18,17:21:46,130,-0.006,-0.001,-0.002,-0.005,+0.02,+0.03,+0.01,+0.04,+0.01,+3.313,+0.006,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
115,2024-12-18,17:21:46,140,-0.006,+0.000,-0.004,-0.005,+0.04,+0.03,-0.03,+0.05,+0.04,+3.313,+0.006,+0.02,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
116,2024-12-18,17:21:46,150,-0.005,-0.001,-0.004,-0.004,+0.04,+0.03,-0.01,+0.03,+0.03,+3.313,+0.006,+0.02,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
117,2024-12-18,17:21:46,160,-0.007,-0.002,-0.004,-0.005,+0.01,+0.04,+0.01,+0.04,+0.01,+3.316,+0.007,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
118,2024-12-18,17:21:46,170,-0.006,-0.002,-0.002,-0.005,+0.04,+0.03,+0.01,+0.04,+0.03,+3.316,+0.004,-0.01,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
119,2024-12-18,17:21:46,180,-0.006,-0.003,-0.003,-0.004,+0.01,+0.04,+0.01,+0.05,+0.02,+3.313,+0.007,+0.03,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
120,2024-12-18,17:21:46,190,-0.006,-0.001,-0.002,-0.005,+0.01,+0.02,+0.01,+0.04,+0.02,+3.316,+0.007,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
121,2024-12-18,17:21:46,200,-0.006,-0.001,-0.003,-0.005,+0.04,+0.01,-0.01,+0.04,+0.03,+3.316,+0.005,+0.02,+0.04,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
122,2024-12-18,17:21:46,210,-0.006,-0.000,-0.001,-0.005,+0.03,+0.04,+0.01,+0.07,+0.02,+3.316,+0.007,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
123,2024-12-18,17:21:46,220,-0.006,-0.000,-0.003,-0.007,+0.03,+0.01,+0.01,+0.04,+0.04,+3.313,+0.007,-0.01,+0.02,+0.07,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
124,2024-12-18,17:21:46,230,-0.007,-0.002,-0.001,-0.004,+0.01,+0.04,+0.02,+0.04,+0.03,+3.314,+0.004,+0.06,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
125,2024-12-18,17:21:46,240,-0.006,-0.002,-0.002,-0.004,-0.01,+0.03,+0.00,+0.05,+0.06,+3.314,+0.007,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
126,2024-12-18,17:21:46,250,-0.006,-0.002,-0.003,-0.006,+0.03,+0.03,+0.01,+0.03,+0.02,+3.315,+0.007,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
127,2024-12-18,17:21:46,260,-0.005,-0.002,-0.001,-0.004,+0.01,+0.01,-0.01,+0.03,+0.03,+3.314,+0.004,+0.02,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
128,2024-12-18,17:21:46,270,-0.006,-0.001,-0.003,-0.005,+0.03,+0.04,+0.03,+0.07,+0.03,+3.314,+0.005,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
129,2024-12-18,17:21:46,280,-0.006,-0.001,-0.002,-0.004,+0.04,+0.04,+0.01,+0.04,+0.03,+3.316,+0.005,+0.03,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
130,2024-12-18,17:21:46,290,-0.004,-0.002,-0.003,-0.004,+0.01,+0.03,+0.03,+0.04,+0.07,+3.314,+0.006,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
131,2024-12-18,17:21:46,300,-0.006,-0.004,-0.001,-0.006,+0.02,+0.04,+0.01,+0.04,+0.01,+3.314,+0.008,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
132,2024-12-18,17:21:46,310,-0.005,-0.003,-0.003,-0.004,+0.03,+0.04,+0.01,+0.04,+0.04,+3.314,+0.004,+0.03,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
133,2024-12-18,17:21:46,320,-0.005,-0.002,-0.001,-0.005,+0.03,+0.04,+0.01,+0.04,+0.03,+3.314,+0.004,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
134,2024-12-18,17:21:46,330,-0.005,+0.001,-0.003,-0.006,+0.04,+0.04,+0.01,+0.04,+0.03,+3.314,+0.006,+0.00,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
135,2024-12-18,17:21:46,340,-0.005,-0.001,-0.002,-0.004,+0.04,+0.03,+0.01,+0.04,+0.02,+3.316,+0.006,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
136,2024-12-18,17:21:46,350,-0.006,-0.001,-0.002,-0.005,+0.04,+0.01,+0.01,+0.04,+0.02,+3.314,+0.004,+0.03,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
137,2024-12-18,17:21:46,360,-0.005,-0.002,-0.002,-0.004,+0.03,+0.03,+0.01,+0.07,+0.04,+3.312,+0.007,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
138,2024-12-18,17:21:46,370,-0.005,-0.004,-0.001,-0.003,+0.01,+0.02,+0.00,+0.05,+0.01,+3.314,+0.006,+0.03,-0.01,+0.05,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
139,2024-12-18,17:21:46,380,-0.006,-0.001,-0.004,-0.006,+0.01,+0.02,-0.02,+0.06,+0.06,+3.315,+0.007,+0.00,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
140,2024-12-18,17:21:46,390,-0.005,+0.001,-0.001,-0.004,+0.04,+0.01,+0.02,+0.04,+0.04,+3.313,+0.004,+0.03,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
141,2024-12-18,17:21:46,400,-0.005,-0.001,-0.004,-0.005,+0.01,+0.02,+0.01,+0.04,+0.03,+3.313,+0.008,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
142,2024-12-18,17:21:46,410,-0.006,-0.001,-0.001,-0.006,+0.01,+0.01,+0.01,+0.04,+0.01,+3.314,+0.009,+0.02,+0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
143,2024-12-18,17:21:46,420,-0.006,-0.002,-0.003,-0.005,+0.04,+0.03,+0.02,+0.06,+0.04,+3.313,+0.007,+0.04,+0.01,+0.00,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
144,2024-12-18,17:21:46,430,-0.005,-0.004,+0.001,-0.004,+0.01,+0.03,+0.00,+0.05,+0.04,+3.314,+0.004,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
145,2024-12-18,17:21:46,440,-0.005,-0.001,-0.003,-0.003,+0.04,+0.02,+0.01,+0.06,+0.04,+3.314,+0.007,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
146,2024-12-18,17:21:46,450,-0.005,-0.001,-0.001,-0.005,+0.03,+0.03,-0.02,+0.05,+0.04,+3.316,+0.007,+0.01,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
147,2024-12-18,17:21:46,460,-0.005,-0.001,-0.003,-0.006,+0.01,+0.04,-0.01,+0.06,+0.01,+3.317,+0.006,-0.02,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
148,2024-12-18,17:21:46,470,-0.005,-0.001,-0.002,-0.004,+0.03,+0.03,+0.01,+0.04,+0.01,+3.314,+0.007,+0.00,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
149,2024-12-18,17:21:46,480,-0.004,-0.000,-0.002,-0.005,+0.01,+0.04,+0.00,+0.06,+0.04,+3.314,+0.007,+0.03,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
150,2024-12-18,17:21:46,490,-0.005,-0.002,-0.003,-0.005,+0.01,+0.02,+0.00,+0.03,+0.04,+3.315,+0.007,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
151,2024-12-18,17:21:46,500,-0.005,-0.003,-0.001,-0.003,+0.04,+0.03,+0.03,+0.04,+0.02,+3.313,+0.007,+0.03,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
152,2024-12-18,17:21:46,510,-0.005,-0.002,-0.004,-0.005,+0.02,+0.02,+0.00,+0.06,+0.02,+3.314,+0.007,+0.03,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
153,2024-12-18,17:21:46,520,-0.005,-0.001,-0.001,-0.004,+0.03,+0.01,+0.01,+0.04,+0.05,+3.313,+0.007,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
154,2024-12-18,17:21:46,530,-0.004,-0.002,-0.004,-0.004,+0.01,+0.04,+0.00,+0.06,+0.02,+3.314,+0.006,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
155,2024-12-18,17:21:46,540,-0.005,-0.001,+0.001,-0.006,+0.01,+0.04,+0.03,+0.06,+0.00,+3.314,+0.004,+0.01,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
156,2024-12-18,17:21:46,550,-0.006,-0.002,-0.003,-0.004,+0.05,+0.04,-0.02,+0.05,+0.04,+3.314,+0.007,+0.04,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
157,2024-12-18,17:21:46,560,-0.004,-0.004,-0.000,-0.004,+0.03,+0.01,-0.01,+0.07,+0.04,+3.316,+0.004,+0.03,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
158,2024-12-18,17:21:46,570,-0.006,-0.002,-0.003,-0.004,+0.01,+0.02,+0.01,+0.04,+0.02,+3.314,+0.008,+0.00,-0.03,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
159,2024-12-18,17:21:46,580,-0.004,-0.002,-0.002,-0.005,+0.04,+0.03,+0.01,+0.04,+0.03,+3.313,+0.007,+0.03,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
160,2024-12-18,17:21:46,590,-0.004,-0.001,-0.003,-0.005,+0.02,+0.03,+0.01,+0.04,+0.04,+3.316,+0.008,+0.04,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
161,2024-12-18,17:21:46,600,-0.004,-0.001,-0.003,-0.005,+0.04,+0.01,+0.01,+0.04,+0.02,+3.314,+0.007,+0.03,+0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
162,2024-12-18,17:21:46,610,-0.003,-0.002,-0.001,-0.004,+0.01,+0.03,+0.01,+0.06,+0.03,+3.313,+0.007,+0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
163,2024-12-18,17:21:46,620,-0.005,-0.003,-0.002,-0.005,+0.01,+0.03,+0.04,+0.04,+0.05,+3.313,+0.004,+0.01,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
164,2024-12-18,17:21:46,630,-0.005,-0.003,-0.001,-0.004,+0.03,+0.04,+0.02,+0.06,+0.01,+3.315,+0.004,+0.03,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
165,2024-12-18,17:21:46,640,-0.004,-0.002,-0.004,-0.005,+0.04,+0.06,+0.00,+0.04,+0.01,+3.316,+0.007,+0.02,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
166,2024-12-18,17:21:46,650,-0.005,+0.000,-0.001,-0.005,+0.03,+0.03,+0.01,+0.05,+0.04,+3.313,+0.005,+0.01,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
167,2024-12-18,17:21:46,660,-0.005,+0.001,-0.004,-0.003,+0.03,+0.03,+0.03,+0.04,+0.01,+3.314,+0.006,+0.04,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
168,2024-12-18,17:21:46,670,-0.005,-0.000,-0.000,-0.005,+0.04,+0.04,+0.01,+0.04,+0.02,+3.314,+0.006,+0.02,-0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
169,2024-12-18,17:21:46,680,-0.005,-0.002,-0.002,-0.004,+0.03,+0.04,+0.01,+0.06,+0.04,+3.317,+0.006,+0.02,-0.03,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
170,2024-12-18,17:21:46,690,-0.005,-0.002,-0.001,-0.004,+0.01,+0.03,+0.04,+0.04,+0.04,+3.315,+0.007,+0.01,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
171,2024-12-18,17:21:46,700,-0.005,-0.002,-0.001,-0.006,+0.03,+0.02,+0.00,+0.04,+0.05,+3.316,+0.006,+0.01,-0.02,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
172,2024-12-18,17:21:46,710,-0.004,-0.001,-0.002,-0.004,+0.04,+0.03,+0.01,+0.06,+0.01,+3.314,+0.006,+0.04,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
173,2024-12-18,17:21:46,720,-0.005,-0.001,-0.002,-0.004,+0.03,+0.02,+0.01,+0.03,+0.04,+3.316,+0.006,+0.01,+0.00,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
174,2024-12-18,17:21:46,730,-0.006,+0.001,-0.003,-0.006,+0.03,+0.01,+0.01,+0.04,+0.04,+3.316,+0.004,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
175,2024-12-18,17:21:46,740,-0.005,+0.000,-0.002,-0.004,+0.04,+0.06,+0.01,+0.04,+0.04,+3.316,+0.008,+0.02,-0.02,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
176,2024-12-18,17:21:46,750,-0.005,-0.004,-0.004,-0.005,+0.01,+0.04,+0.01,+0.04,+0.02,+3.314,+0.006,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
177,2024-12-18,17:21:46,760,-0.006,-0.004,-0.001,-0.005,+0.05,+0.04,+0.01,+0.04,+0.03,+3.312,+0.007,+0.04,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
178,2024-12-18,17:21:46,770,-0.006,-0.002,-0.003,-0.004,+0.06,+0.04,+0.03,+0.04,+0.03,+3.314,+0.006,+0.04,+0.00,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
179,2024-12-18,17:21:46,780,-0.005,-0.001,+0.000,-0.005,+0.01,+0.03,+0.04,+0.07,+0.01,+3.317,+0.006,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
180,2024-12-18,17:21:46,790,-0.006,+0.001,-0.003,-0.003,+0.04,+0.03,+0.01,+0.06,+0.03,+3.314,+0.007,+0.01,-0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
181,2024-12-18,17:21:46,800,-0.006,-0.001,-0.002,-0.005,+0.04,+0.02,+0.03,+0.06,+0.04,+3.316,+0.006,+0.01,+0.00,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
182,2024-12-18,17:21:46,810,-0.005,-0.003,-0.003,-0.005,+0.01,+0.03,+0.04,+0.07,+0.02,+3.314,+0.006,+0.03,+0.01,+0.01,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
183,2024-12-18,17:21:46,820,-0.006,-0.003,-0.001,-0.004,+0.01,+0.01,+0.01,+0.07,+0.01,+3.314,+0.007,+0.03,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
184,2024-12-18,17:21:46,830,-0.007,-0.002,-0.003,-0.005,+0.02,+0.03,+0.01,+0.04,+0.04,+3.317,+0.006,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
185,2024-12-18,17:21:46,840,-0.006,-0.001,-0.003,-0.005,+0.01,+0.04,+0.00,+0.04,+0.04,+3.313,+0.004,+0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
186,2024-12-18,17:21:46,850,-0.006,-0.002,-0.002,-0.005,+0.04,+0.03,+0.00,+0.04,+0.02,+3.315,+0.006,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
187,2024-12-18,17:21:46,860,-0.006,-0.001,-0.004,-0.007,+0.01,+0.01,+0.01,+0.04,+0.02,+3.316,+0.005,+0.01,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
188,2024-12-18,17:21:46,870,-0.006,-0.002,-0.002,-0.004,+0.02,+0.03,-0.01,+0.06,+0.06,+3.315,+0.006,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
189,2024-12-18,17:21:46,880,-0.007,-0.003,-0.004,-0.005,+0.04,+0.01,+0.01,+0.05,+0.05,+3.314,+0.006,+0.04,+0.00,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
190,2024-12-18,17:21:46,890,-0.007,-0.003,+0.000,-0.007,+0.04,+0.01,+0.01,+0.07,+0.06,+3.314,+0.007,+0.02,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
191,2024-12-18,17:21:46,900,-0.007,-0.001,-0.003,-0.004,+0.02,+0.04,+0.03,+0.06,+0.04,+3.316,+0.005,-0.01,+0.01,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
192,2024-12-18,17:21:46,910,-0.008,-0.002,-0.001,-0.006,+0.03,+0.01,+0.01,+0.04,+0.04,+3.315,+0.007,+0.03,-0.02,+0.02,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
193,2024-12-18,17:21:46,920,-0.006,+0.001,-0.002,-0.005,+0.04,+0.02,+0.01,+0.06,+0.01,+3.312,+0.006,+0.04,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
194,2024-12-18,17:21:46,930,-0.006,+0.001,-0.001,-0.004,+0.03,+0.05,+0.01,+0.03,+0.01,+3.314,+0.006,+0.00,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
195,2024-12-18,17:21:46,940,-0.007,-0.002,-0.002,-0.005,+0.04,+0.01,-0.01,+0.04,+0.04,+3.317,+0.006,+0.01,+0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
196,2024-12-18,17:21:46,950,-0.005,-0.002,-0.003,-0.004,+0.01,+0.02,+0.01,+0.04,+0.01,+3.313,+0.007,+0.02,-0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
197,2024-12-18,17:21:46,960,-0.006,-0.002,-0.001,-0.004,+0.04,+0.04,+0.01,+0.06,+0.02,+3.317,+0.007,-0.02,+0.01,+0.03,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
198,2024-12-18,17:21:46,970,-0.007,+0.000,-0.002,-0.005,+0.03,+0.06,+0.00,+0.06,+0.03,+3.315,+0.004,+0.03,-0.01,+0.04,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLL,LLLLLLLLLLL
